Datetime,PJMW_MW
2004-05-12,5987.38
2004-05-13,6105.79
2004-05-14,6041.5
2004-05-15,5368.08
2004-05-16,4914.75
2004-05-17,5751.21
2004-05-18,5774.83
2004-05-19,5595.25
2004-05-20,5716.12
2004-05-21,5716.88
2004-05-22,5523.46
2004-05-23,5777.08
2004-05-24,6405.04
2004-05-25,6099.79
2004-05-26,5976.5
2004-05-27,5873.83
2004-05-28,5621.79
2004-05-29,4759.29
2004-05-30,4639.12
2004-05-31,4860.5
2004-06-01,5444.88
2004-06-02,5561.88
2004-06-03,5610.12
2004-06-04,5331.67
2004-06-05,4901.21
2004-06-06,4741.29
2004-06-07,5685.17
2004-06-08,6173.96
2004-06-09,6609.25
2004-06-10,6359.96
2004-06-11,5669.67
2004-06-12,5150.79
2004-06-13,5156.92
2004-06-14,6261.5
2004-06-15,6391.04
2004-06-16,6345.79
2004-06-17,6568.21
2004-06-18,6506.0
2004-06-19,5556.46
2004-06-20,4801.71
2004-06-21,5570.08
2004-06-22,6060.38
2004-06-23,6009.38
2004-06-24,6101.5
2004-06-25,5925.67
2004-06-26,5234.17
2004-06-27,4920.21
2004-06-28,5515.88
2004-06-29,5578.67
2004-06-30,5760.0
2004-07-01,6027.17
2004-07-02,6138.58
2004-07-03,5754.46
2004-07-04,5516.0
2004-07-05,5901.0
2004-07-06,6200.17
2004-07-07,6216.62
2004-07-08,5975.54
2004-07-09,5900.67
2004-07-10,5573.42
2004-07-11,5788.21
2004-07-12,6477.71
2004-07-13,6546.79
2004-07-14,6380.25
2004-07-15,5877.0
2004-07-16,5926.17
2004-07-17,5382.62
2004-07-18,5201.33
2004-07-19,5857.92
2004-07-20,6094.96
2004-07-21,6427.58
2004-07-22,6360.38
2004-07-23,6183.08
2004-07-24,5461.12
2004-07-25,5185.08
2004-07-26,5911.0
2004-07-27,6057.08
2004-07-28,6003.92
2004-07-29,6105.04
2004-07-30,6377.29
2004-07-31,5850.54
2004-08-01,5869.54
2004-08-02,6542.42
2004-08-03,6637.17
2004-08-04,6562.25
2004-08-05,5962.96
2004-08-06,5361.96
2004-08-07,4861.33
2004-08-08,4818.79
2004-08-09,5792.12
2004-08-10,6088.75
2004-08-11,6139.54
2004-08-12,5709.08
2004-08-13,5537.88
2004-08-14,5034.67
2004-08-15,4989.0
2004-08-16,5740.54
2004-08-17,5834.08
2004-08-18,5998.54
2004-08-19,6334.08
2004-08-20,6344.96
2004-08-21,5446.5
2004-08-22,4995.75
2004-08-23,5889.88
2004-08-24,6277.38
2004-08-25,6462.96
2004-08-26,6298.75
2004-08-27,6548.33
2004-08-28,6380.5
2004-08-29,6154.54
2004-08-30,6440.71
2004-08-31,6161.83
2004-09-01,5959.25
2004-09-02,6057.83
2004-09-03,5966.88
2004-09-04,5576.08
2004-09-05,5312.38
2004-09-06,5100.92
2004-09-07,5927.92
2004-09-08,5996.71
2004-09-09,5816.54
2004-09-10,5670.08
2004-09-11,5193.62
2004-09-12,5195.42
2004-09-13,5899.92
2004-09-14,5719.62
2004-09-15,5804.29
2004-09-16,5949.79
2004-09-17,5818.54
2004-09-18,4892.25
2004-09-19,4627.42
2004-09-20,5275.29
2004-09-21,5468.62
2004-09-22,5622.38
2004-09-23,5762.21
2004-09-24,5818.25
2004-09-25,5277.67
2004-09-26,4933.08
2004-09-27,5555.83
2004-09-28,5623.29
2004-09-29,5521.0
2004-09-30,5518.79
2004-10-01,5365.62
2004-10-02,4981.71
2004-10-03,4697.21
2004-10-04,5319.62
2004-10-05,5349.54
2004-10-06,5425.92
2004-10-07,5492.0
2004-10-08,5367.33
2004-10-09,4931.54
2004-10-10,4723.67
2004-10-11,5406.75
2004-10-12,5515.88
2004-10-13,5584.42
2004-10-14,5485.5
2004-10-15,5393.54
2004-10-16,5114.21
2004-10-17,5038.21
2004-10-18,5793.08
2004-10-19,5599.04
2004-10-20,5591.33
2004-10-21,5603.25
2004-10-22,5479.79
2004-10-23,5167.67
2004-10-24,5057.21
2004-10-25,5546.29
2004-10-26,5576.71
2004-10-27,5530.71
2004-10-28,5476.88
2004-10-29,5411.83
2004-10-30,4909.04
2004-10-31,4743.87
2004-11-01,5403.62
2004-11-02,5507.0
2004-11-03,5471.46
2004-11-04,5775.17
2004-11-05,5703.04
2004-11-06,5250.46
2004-11-07,4886.04
2004-11-08,5643.21
2004-11-09,6063.79
2004-11-10,6088.83
2004-11-11,5730.83
2004-11-12,5837.83
2004-11-13,5551.54
2004-11-14,5543.92
2004-11-15,6059.38
2004-11-16,5916.96
2004-11-17,5801.5
2004-11-18,5657.25
2004-11-19,5548.96
2004-11-20,5171.04
2004-11-21,5060.25
2004-11-22,5684.33
2004-11-23,5735.54
2004-11-24,5650.71
2004-11-25,5066.58
2004-11-26,5569.88
2004-11-27,5368.71
2004-11-28,5285.79
2004-11-29,5953.75
2004-11-30,6076.12
2004-12-01,6074.21
2004-12-02,6359.38
2004-12-03,6383.79
2004-12-04,6078.96
2004-12-05,5607.88
2004-12-06,6215.54
2004-12-07,6084.38
2004-12-08,5964.46
2004-12-09,6308.67
2004-12-10,6002.62
2004-12-11,5743.54
2004-12-12,5898.42
2004-12-13,6571.25
2004-12-14,6968.29
2004-12-15,7133.58
2004-12-16,7059.5
2004-12-17,6551.88
2004-12-18,6371.75
2004-12-19,6444.08
2004-12-20,7791.25
2004-12-21,7139.25
2004-12-22,6377.46
2004-12-23,6150.42
2004-12-24,6346.42
2004-12-25,6264.17
2004-12-26,6430.54
2004-12-27,6934.33
2004-12-28,7016.33
2004-12-29,6326.21
2004-12-30,6128.38
2004-12-31,5540.0
2005-01-01,4975.21
2005-01-02,5294.92
2005-01-03,5836.42
2005-01-04,5771.46
2005-01-05,6110.17
2005-01-06,6232.83
2005-01-07,6314.33
2005-01-08,5904.5
2005-01-09,5718.83
2005-01-10,6308.08
2005-01-11,6427.62
2005-01-12,6087.67
2005-01-13,5816.21
2005-01-14,6092.33
2005-01-15,6381.58
2005-01-16,6344.75
2005-01-17,7474.21
2005-01-18,7831.0
2005-01-19,7708.21
2005-01-20,7073.71
2005-01-21,7389.29
2005-01-22,7034.88
2005-01-23,6874.5
2005-01-24,7682.54
2005-01-25,7495.71
2005-01-26,7025.5
2005-01-27,7458.46
2005-01-28,7697.5
2005-01-29,6692.92
2005-01-30,6461.08
2005-01-31,7046.96
2005-02-01,6971.17
2005-02-02,6903.88
2005-02-03,6682.46
2005-02-04,6476.38
2005-02-05,6017.79
2005-02-06,5788.29
2005-02-07,6142.46
2005-02-08,6064.33
2005-02-09,6009.08
2005-02-10,6588.29
2005-02-11,7049.0
2005-02-12,6240.46
2005-02-13,5870.04
2005-02-14,6458.5
2005-02-15,6060.58
2005-02-16,6203.21
2005-02-17,6665.33
2005-02-18,7131.0
2005-02-19,6662.58
2005-02-20,6193.83
2005-02-21,6342.46
2005-02-22,6281.71
2005-02-23,6388.29
2005-02-24,6939.88
2005-02-25,6712.21
2005-02-26,6338.29
2005-02-27,6160.83
2005-02-28,6797.58
2005-03-01,6837.54
2005-03-02,7108.88
2005-03-03,7111.17
2005-03-04,6894.58
2005-03-05,6090.0
2005-03-06,5765.38
2005-03-07,5904.42
2005-03-08,6625.67
2005-03-09,7139.92
2005-03-10,6829.83
2005-03-11,6524.17
2005-03-12,6164.38
2005-03-13,5903.08
2005-03-14,6458.71
2005-03-15,6524.83
2005-03-16,6452.79
2005-03-17,6306.21
2005-03-18,6138.12
2005-03-19,5571.46
2005-03-20,5425.42
2005-03-21,6165.42
2005-03-22,6127.33
2005-03-23,6177.42
2005-03-24,6297.75
2005-03-25,5901.75
2005-03-26,5653.0
2005-03-27,5350.0
2005-03-28,6069.04
2005-03-29,5866.38
2005-03-30,5718.08
2005-03-31,5671.96
2005-04-01,5511.42
2005-04-02,5381.79
2005-04-03,5629.0
2005-04-04,5845.54
2005-04-05,5688.46
2005-04-06,5475.71
2005-04-07,5417.46
2005-04-08,5297.83
2005-04-09,4922.42
2005-04-10,4757.29
2005-04-11,5340.96
2005-04-12,5491.38
2005-04-13,5510.5
2005-04-14,5505.92
2005-04-15,5376.67
2005-04-16,5067.71
2005-04-17,4808.29
2005-04-18,5328.71
2005-04-19,5399.25
2005-04-20,5478.5
2005-04-21,5370.42
2005-04-22,5410.12
2005-04-23,5048.29
2005-04-24,5307.25
2005-04-25,5858.25
2005-04-26,5639.75
2005-04-27,5503.5
2005-04-28,5517.12
2005-04-29,5503.58
2005-04-30,5046.75
2005-05-01,4877.38
2005-05-02,5627.42
2005-05-03,5773.46
2005-05-04,5646.75
2005-05-05,5604.21
2005-05-06,5403.5
2005-05-07,4990.17
2005-05-08,4672.25
2005-05-09,5441.62
2005-05-10,5558.88
2005-05-11,5794.5
2005-05-12,5588.58
2005-05-13,5369.5
2005-05-14,5010.67
2005-05-15,4705.0
2005-05-16,5269.0
2005-05-17,5357.88
2005-05-18,5399.67
2005-05-19,5360.25
2005-05-20,5353.12
2005-05-21,4937.33
2005-05-22,4735.21
2005-05-23,5320.88
2005-05-24,5440.04
2005-05-25,5495.29
2005-05-26,5558.62
2005-05-27,5384.38
2005-05-28,4712.83
2005-05-29,4518.83
2005-05-30,4601.08
2005-05-31,5344.75
2005-06-01,5548.62
2005-06-02,5460.21
2005-06-03,5403.0
2005-06-04,5143.96
2005-06-05,5483.75
2005-06-06,6393.58
2005-06-07,6543.38
